,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Tính năng và tiện ích
27,00910166,Tủ lạnh Sharp Inverter side by side 530 lít SJ-SBX530WD-DG,Mua ngay,Sharp,Tủ lạnh,Side by Side,"['Phù hợp trên 5 người', 'Làm lạnh đa chiều ', 'Lấy nước ngoài ']",19290000,15990000,17,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/sharp-inverter-side-by-side-530-lit-sj-sbx530wd-dg?sku=00910166,https://cdn2.fptshop.com.vn/unsafe/sharp_sj_sbx530wd_dg_9fc7800df3.png,Đen,"{'Model': 'SJ-SBX530WD-DG', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '01/2024', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Đen']}","{'Kích thước': 'Dài 67 cm - Rộng 91 cm - Cao 177 cm', 'Trọng lượng sản phẩm': [{'displayValue': '81 kg', 'value': 81}], 'Chất liệu': ['Cửa tủ Kim loại', 'Khay Kính chịu lực']}","{'Loại tủ': ['Tủ lạnh'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Làm lạnh đa chiều'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc khử mùi Deodorizer'], 'Nhãn năng lượng': '4 sao', 'Điện áp': '220 - 240V / 50 Hz'}",{'Tiện ích': ['Chuông báo khi quên đóng cửa']}
28,00912288,Tủ lạnh Toshiba Inverter 253 lít GR-RT329WE-PMV(52),Mua ngay,Toshiba,Tủ lạnh,Ngăn đá trên,[],6890000,6490000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/toshiba-inverter-253-lit-gr-rt329we-pmv52,https://cdn2.fptshop.com.vn/unsafe/toshiba_gr_rt329we_pmv_52_1_d0a7267af5.png,Xám,"{'Model': 'GR-RT329WE-PMV(52)', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Xám']}","{'Kích thước': 'Cao 163 cm - Ngang 54.5 cm - Sâu 61.5 cm', 'Trọng lượng sản phẩm': [{'displayValue': '43 kg', 'value': 43}], 'Chất liệu': ['Cửa: Thép phủ gốm']}","{'Loại tủ': ['Tủ lạnh ngăn đá trên'], 'Dung tích sử dụng': ['Tổng: Hãng không công bố', 'Sử dụng: 253 lít', 'Ngăn đá: 61 lít', 'Ngăn lạnh: 192 lít'], 'Số người sử dụng': '2-3 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Làm lạnh đa chiều'], 'Công nghệ kháng khuẩn khử mùi': ['Công nghệ PureBio bộ lọc tinh thể Ag+'], 'Công nghệ bảo quản thực phẩm': ['Công nghệ Multi Air Flow Ngăn Cooling Zone 0°C'], 'Nhãn năng lượng': '5 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Đèn LED chiếu sáng', 'Hộp đá xoay']}"
29,00909213,Tủ lạnh Samsung Inverter Multi Door Bespoke 648 lít RF59CB66F8S/SV,Mua ngay,Samsung,Tủ lạnh,Tủ nhiều cửa,"['Phù hợp trên 5 người', 'Làm lạnh Power Cool', 'Power Freeze làm đá nhanh']",49890000,46990000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/samsung-inverter-multi-door-bespoke-648-lit-rf59cb66f8ssv?sku=00909213,https://cdn2.fptshop.com.vn/unsafe/00909213_samsung_rf59cb66f8s_sv_b0a6969e55.png,Trắng,"{'Model': 'RF59CB66F8S/SV', 'Xuất xứ': ['Hàn Quốc'], 'Thời điểm ra mắt': '02/2023', 'Màu sắc': ['Trắng']}","{'Kích thước': 'Cao 177.9 cm - Rộng 91.2 cm - Sâu 72.3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '144 kg', 'value': 144}], 'Chất liệu': ['Cửa tủ Kính Bespoke', 'Khay ngăn lạnh: Kính chịu lực', 'Ống dẫn gas Đồng', 'Dàn lạnh Nhôm']}","{'Loại tủ': ['Tủ lạnh nhiều cửa'], 'Dung tích sử dụng': ['Tổng: 666 lít', 'Sử dụng: 648 lít', 'Ngăn đá: 259 lít', 'Ngăn lạnh: 389 lít'], 'Số người sử dụng': 'Trên 5 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Công nghệ làm đá nhanh Power Freeze', 'Công nghệ làm lạnh Power Cool', 'Công nghệ All-around Cooling'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc than hoạt tính'], 'Công nghệ bảo quản thực phẩm': ['Ngăn rau quả giữ ẩm', 'Công nghệ làm lạnh No Frost'], 'Nhãn năng lượng': '3 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Thiết kế cửa phụ lấy thực phẩm dễ dàng', 'Quản lí thông minh SmartThings', 'Chuông báo khi quên đóng cửa', 'Bảng điều khiển đèn led', 'Ngăn lấy nước bên trong hạn chế vi khuẩn']}"
30,00907719,Tủ lạnh Aqua mini một cửa 90 lít AQR-D99FA(BS),Mua ngay,Aqua,Tủ lạnh,Mini,"['1 - 2 người sử dụng ', 'Làm lạnh trực tiếp ', 'Đèn LED chiếu sáng']",3290000,3290000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/tu-lanh-aqua-mini-mot-cua-90-lit-aqr-d99fabs?sku=00907719,https://cdn2.fptshop.com.vn/unsafe/aqua_aqr_d99fa_bs_670216431e.png,Đen,"{'Model': 'AQR-D99FA(BS)', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2020', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Đen']}","{'Kích thước': '80 x 49.5 x 48 cm', 'Trọng lượng sản phẩm': [{'displayValue': '20 kg', 'value': 20}], 'Chất liệu': ['Cửa tủ Thép không gỉ', 'Khay ngăn lạnh: Kính chịu lực', 'Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm']}","{'Loại tủ': ['Tủ lạnh mini - 1 cánh'], 'Dung tích sử dụng': ['Sử dụng: 90 lít', 'Tổng: 93 lít', 'Ngăn lạnh: 90 lít'], 'Số người sử dụng': 'Từ 1 - 2 người', 'Công nghệ tiết kiệm điện': ['Không'], 'Công nghệ làm lạnh': ['Trực tiếp (có đóng tuyết)'], 'Công nghệ kháng khuẩn khử mùi': ['Không'], 'Công nghệ bảo quản thực phẩm': ['Không'], 'Công suất tiêu thụ điện trung bình': ['0.62 kW/ngày'], 'Nhãn năng lượng': 'Đang cập nhật', 'Điện áp': '220 V / 50 Hz'}",
31,00910120,Tủ lạnh Hisense Inverter 205 lít RT256N4EBN,Mua ngay,Hisense,Tủ lạnh,Ngăn đá trên,"['Làm lạnh đa chiều ', 'Đèn LED chiếu sáng', 'Bảo hành 3 năm']",5990000,5490000,8,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/hisense-inverter-205-lit-rt256n4ebn,https://cdn2.fptshop.com.vn/unsafe/hisense_rt256n4ebn_0c52af80ac.png,Đen,"{'Model': 'RT256N4EBN', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Thời hạn bảo hành sản phẩm': ['Động cơ Trọn đời'], 'Màu sắc': ['Đen']}","{'Kích thước': 'Dài 55 cm - Rộng 56.2 cm - Cao 145.6 cm', 'Trọng lượng sản phẩm': [{'displayValue': '43 kg', 'value': 43}], 'Chất liệu': ['Mặt lưng máy: Kim loại', 'Khay Kính chịu lực']}","{'Loại tủ': ['Tủ lạnh ngăn đá trên'], 'Dung tích sử dụng': ['Sử dụng: 205 lít', 'Ngăn đá: 52 lít', 'Ngăn lạnh: 153 lít'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Luồng khí lạnh đa chiều Multi Air Flow'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc diệt khuẩn, khử mùi Active Hygiene'], 'Công nghệ bảo quản thực phẩm': ['Ngăn rau củ cân bằng ẩm (Moisture Fresh Crisper)'], 'Nhãn năng lượng': '5 sao', 'Điện áp': '220 - 240V / 50 Hz'}","{'Tiện ích': ['Hệ thống đèn LED', 'Khay đá di động']}"
32,00908609,Tủ lạnh Toshiba Inverter Multi Door 509 lít GR-RF605WI-PMV(06)-MG,Mua ngay,Toshiba,Tủ lạnh,Tủ nhiều cửa,"['4 - 5 người sử dụng ', 'Làm lạnh đa chiều ', 'Lấy nước ngoài ']",25990000,18490000,29,2024-10-24T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/toshiba-inverter-multi-door-509-lit-gr-rf605wi-pmv06-mg?sku=00908609,https://cdn2.fptshop.com.vn/unsafe/00908609_toshiba_gr_rf605wi_pmv_06_mg_de342846f4.png,Đen,"{'Model': 'GR-RF605WI-PMV(06)', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Màu sắc': ['Đen']}","{'Kích thước': '190.5 x 83.3 x 64.8 cm', 'Trọng lượng sản phẩm': [{'displayValue': '100 kg', 'value': 100}], 'Chất liệu': ['Cửa tủ Thép không gỉ', 'Khay ngăn lạnh: Kính chịu lực', 'Ống dẫn gas Nhôm', 'Lá tản nhiệt Nhôm']}","{'Loại tủ': ['Tủ lạnh lớn - Side by side'], 'Dung tích sử dụng': ['Tổng: 509 lít', 'Sử dụng: 509 lít', 'Ngăn đá: 170 lít', 'Ngăn lạnh: 339 lít'], 'Số người sử dụng': 'Từ 4-5 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Nhãn năng lượng': '3 sao', 'Điện áp': '220 - 240V / 50 Hz'}",
33,00912288,Tủ lạnh Toshiba Inverter 253 lít GR-RT329WE-PMV(52),Mua ngay,Toshiba,Tủ lạnh,Ngăn đá trên,[],6890000,6490000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/toshiba-inverter-253-lit-gr-rt329we-pmv52,https://cdn2.fptshop.com.vn/unsafe/toshiba_gr_rt329we_pmv_52_1_d0a7267af5.png,Xám,"{'Model': 'GR-RT329WE-PMV(52)', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Xám']}","{'Kích thước': 'Cao 163 cm - Ngang 54.5 cm - Sâu 61.5 cm', 'Trọng lượng sản phẩm': [{'displayValue': '43 kg', 'value': 43}], 'Chất liệu': ['Cửa: Thép phủ gốm']}","{'Loại tủ': ['Tủ lạnh ngăn đá trên'], 'Dung tích sử dụng': ['Tổng: Hãng không công bố', 'Sử dụng: 253 lít', 'Ngăn đá: 61 lít', 'Ngăn lạnh: 192 lít'], 'Số người sử dụng': '2-3 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Làm lạnh đa chiều'], 'Công nghệ kháng khuẩn khử mùi': ['Công nghệ PureBio bộ lọc tinh thể Ag+'], 'Công nghệ bảo quản thực phẩm': ['Công nghệ Multi Air Flow Ngăn Cooling Zone 0°C'], 'Nhãn năng lượng': '5 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Đèn LED chiếu sáng', 'Hộp đá xoay']}"
34,00909213,Tủ lạnh Samsung Inverter Multi Door Bespoke 648 lít RF59CB66F8S/SV,Mua ngay,Samsung,Tủ lạnh,Tủ nhiều cửa,"['Phù hợp trên 5 người', 'Làm lạnh Power Cool', 'Power Freeze làm đá nhanh']",49890000,46990000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/samsung-inverter-multi-door-bespoke-648-lit-rf59cb66f8ssv?sku=00909213,https://cdn2.fptshop.com.vn/unsafe/00909213_samsung_rf59cb66f8s_sv_b0a6969e55.png,Trắng,"{'Model': 'RF59CB66F8S/SV', 'Xuất xứ': ['Hàn Quốc'], 'Thời điểm ra mắt': '02/2023', 'Màu sắc': ['Trắng']}","{'Kích thước': 'Cao 177.9 cm - Rộng 91.2 cm - Sâu 72.3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '144 kg', 'value': 144}], 'Chất liệu': ['Cửa tủ Kính Bespoke', 'Khay ngăn lạnh: Kính chịu lực', 'Ống dẫn gas Đồng', 'Dàn lạnh Nhôm']}","{'Loại tủ': ['Tủ lạnh nhiều cửa'], 'Dung tích sử dụng': ['Tổng: 666 lít', 'Sử dụng: 648 lít', 'Ngăn đá: 259 lít', 'Ngăn lạnh: 389 lít'], 'Số người sử dụng': 'Trên 5 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Công nghệ làm đá nhanh Power Freeze', 'Công nghệ làm lạnh Power Cool', 'Công nghệ All-around Cooling'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc than hoạt tính'], 'Công nghệ bảo quản thực phẩm': ['Ngăn rau quả giữ ẩm', 'Công nghệ làm lạnh No Frost'], 'Nhãn năng lượng': '3 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Thiết kế cửa phụ lấy thực phẩm dễ dàng', 'Quản lí thông minh SmartThings', 'Chuông báo khi quên đóng cửa', 'Bảng điều khiển đèn led', 'Ngăn lấy nước bên trong hạn chế vi khuẩn']}"
35,00907719,Tủ lạnh Aqua mini một cửa 90 lít AQR-D99FA(BS),Mua ngay,Aqua,Tủ lạnh,Mini,"['1 - 2 người sử dụng ', 'Làm lạnh trực tiếp ', 'Đèn LED chiếu sáng']",3290000,3290000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/tu-lanh-aqua-mini-mot-cua-90-lit-aqr-d99fabs?sku=00907719,https://cdn2.fptshop.com.vn/unsafe/aqua_aqr_d99fa_bs_670216431e.png,Đen,"{'Model': 'AQR-D99FA(BS)', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2020', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Đen']}","{'Kích thước': '80 x 49.5 x 48 cm', 'Trọng lượng sản phẩm': [{'displayValue': '20 kg', 'value': 20}], 'Chất liệu': ['Cửa tủ Thép không gỉ', 'Khay ngăn lạnh: Kính chịu lực', 'Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm']}","{'Loại tủ': ['Tủ lạnh mini - 1 cánh'], 'Dung tích sử dụng': ['Sử dụng: 90 lít', 'Tổng: 93 lít', 'Ngăn lạnh: 90 lít'], 'Số người sử dụng': 'Từ 1 - 2 người', 'Công nghệ tiết kiệm điện': ['Không'], 'Công nghệ làm lạnh': ['Trực tiếp (có đóng tuyết)'], 'Công nghệ kháng khuẩn khử mùi': ['Không'], 'Công nghệ bảo quản thực phẩm': ['Không'], 'Công suất tiêu thụ điện trung bình': ['0.62 kW/ngày'], 'Nhãn năng lượng': 'Đang cập nhật', 'Điện áp': '220 V / 50 Hz'}",
36,00912276,Tủ Lạnh Sharp Inverter Multi door 401 Lít SJ-FXP480VG-CH,Mua ngay,Sharp,Tủ lạnh,Tủ nhiều cửa,[],20190000,15990000,21,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/sharp-inverter-multi-door-401-lit-sj-fxp480vg-ch?sku=00912276,https://cdn2.fptshop.com.vn/unsafe/sharp_sj_fxp480vg_ch_1_c5d4980d82.png,Vàng,"{'Model': 'SJ-FXP480VG-CH', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Vàng']}","{'Kích thước': 'Cao 180 cm - Ngang 79 cm - Sâu 68 cm', 'Trọng lượng sản phẩm': [{'displayValue': '97 kg', 'value': 97}], 'Chất liệu': ['Cửa: Mặt gương']}","{'Loại tủ': ['Tủ lạnh nhiều cửa'], 'Dung tích sử dụng': ['Tổng: 473 lít', 'Sử dụng: 401 lít', 'Ngăn đá: 133 lít', 'Ngăn lạnh: 268 lít'], 'Số người sử dụng': 'Trên 5 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Làm lạnh đa chiều'], 'Công nghệ kháng khuẩn khử mùi': ['Plasmacluster Ion', 'Bộ lọc với các phân tử Ag+Cu Nano'], 'Công nghệ bảo quản thực phẩm': ['Ngăn rau củ giữ ẩm Humidity Control'], 'Công suất tiêu thụ điện trung bình': ['411 kWh/năm'], 'Nhãn năng lượng': '5 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Khoá trẻ em', 'Chế độ cấp đông nhanh', 'Chuông báo khi quên đóng cửa', 'Bảng điều khiển bên ngoài']}"
37,00912290,Tủ lạnh LG Inverter 374 lít LTD37BLM,Mua ngay,LG,Tủ lạnh,Ngăn đá trên,[],16790000,9890000,41,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/lg-inverter-374-lit-ltd37blm,https://cdn2.fptshop.com.vn/unsafe/lg_ltd37blm_1_6651119035.png,Đen,"{'Model': 'LTD37BLM', 'Xuất xứ': ['Indonesia'], 'Thời điểm ra mắt': '2024', 'Thời hạn bảo hành sản phẩm': ['Máy nén 10 năm'], 'Màu sắc': ['Đen']}","{'Kích thước': 'Cao 172 cm - Ngang 70 cm - Sâu 68 cm', 'Trọng lượng sản phẩm': [{'displayValue': '64 kg', 'value': 64}], 'Chất liệu': ['Cửa: Vật liệu PCM']}","{'Loại tủ': ['Tủ lạnh ngăn đá trên'], 'Dung tích sử dụng': ['Tổng: 410 lít', 'Sử dụng: 374 lít', 'Ngăn đá: 88 lít', 'Ngăn lạnh: 286 lít'], 'Số người sử dụng': '3-4 người', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Luồng khí lạnh đa chiều Multi Air Flow', 'DoorCooling làm lạnh từ cánh cửa tủ'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc khử mùi than hoạt tính'], 'Công nghệ bảo quản thực phẩm': ['Linear Cooling'], 'Công suất tiêu thụ điện trung bình': ['398 kWh/năm'], 'Nhãn năng lượng': '5 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Khay đá lớn xoay, có thể tháo rời', 'Tay nắm chìm Pocket Handle', 'Làm đông nhanh', 'Lấy nước ngoài']}"
38,00910358,Tủ lạnh Hisense mini một cửa 82 lít HR08DW,Mua ngay,Hisense,Tủ lạnh,Mini,"['1 - 2 người sử dụng ', 'Làm lạnh trực tiếp ', 'Đèn LED chiếu sáng']",4290000,3690000,14,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/hisense-mini-mot-cua-82-lit-hr08d?sku=00910358,https://cdn2.fptshop.com.vn/unsafe/hisense_hr08dw_1_92135f71a0.png,Trắng,"{'Model': 'HR08DW', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Màu sắc': ['Trắng']}","{'Kích thước': 'Dài 45.1 cm - Rộng 48 cm - Cao 86.7 cm', 'Trọng lượng sản phẩm': [{'displayValue': '24.6 kg', 'value': 24.6}], 'Chất liệu': ['Cửa tủ Thép', 'Khay ngăn lạnh: Kính chịu lực']}","{'Loại tủ': ['Tủ lạnh Mini'], 'Dung tích sử dụng': ['Tổng: 82 lít', 'Sử dụng: 82 lít', 'Ngăn lạnh: 75 lít', 'Ngăn đá: 7 lít'], 'Công nghệ tiết kiệm điện': ['Non Inverter'], 'Công nghệ làm lạnh': ['Làm lạnh trực tiếp (Có đóng tuyết)'], 'Nhãn năng lượng': '5 sao'}",
39,00912510,Tủ lạnh Electrolux mini một cửa 94 lít EUM0930BD-VN,Hàng sắp về,Electrolux,Tủ lạnh,,[],3990000,3990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/electrolux-mini-94-lit-eum0930bd-vn?sku=00912510,https://cdn2.fptshop.com.vn/unsafe/electrolux_mini_94_lit_eum0930bd_vn_4_da44d3a769.jpg,Đen,"{'Model': 'EUM0930BD-VN', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Màu sắc': ['Đen']}","{'Kích thước': 'Cao 84 cm - Ngang 44.8 cm - Sâu 47.5  cm', 'Trọng lượng sản phẩm': [{'displayValue': '19.7 kg', 'value': 19.7}], 'Chất liệu': ['Cửa tủ Thép phủ sơn', 'Khay ngăn lạnh: Kính']}","{'Loại tủ': ['Tủ lạnh Mini'], 'Dung tích sử dụng': ['Tổng: 94 lít', 'Sử dụng: 94 lít', 'Ngăn lạnh: 94 lít'], 'Công nghệ tiết kiệm điện': ['Non Inverter'], 'Công nghệ làm lạnh': ['Trực tiếp'], 'Công nghệ kháng khuẩn khử mùi': ['Không'], 'Công nghệ bảo quản thực phẩm': ['Không'], 'Nhãn năng lượng': 'Đang cập nhật'}",{'Tiện ích': ['Đèn chiếu sáng trong tủ']}
40,00912509,Tủ lạnh Electrolux mini một cửa 45 lít EUM0500AD-VN,Hàng sắp về,Electrolux,Tủ lạnh,,[],3090000,3090000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/electrolux-mini-45-lit-eum0500ad-vn?sku=00912509,https://cdn2.fptshop.com.vn/unsafe/electrolux_mini_45_lit_eum0500ad_vn_1_c7b5783ede.jpg,Xám,"{'Model': 'EUM0500AD-VN', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Màu sắc': ['Xám']}","{'Kích thước': 'Cao 50 cm - Ngang 44.5 cm - Sâu 46.8  cm', 'Trọng lượng sản phẩm': [{'displayValue': '13.4 kg', 'value': 13.4}], 'Chất liệu': ['Cửa tủ Thép phủ sơn', 'Khay ngăn lạnh: Kính']}","{'Loại tủ': ['Tủ lạnh Mini'], 'Dung tích sử dụng': ['Tổng: 46 lít', 'Sử dụng: 45 lít', 'Ngăn lạnh: 45 lít'], 'Công nghệ tiết kiệm điện': ['Non Inverter'], 'Công nghệ làm lạnh': ['Trực tiếp'], 'Công nghệ kháng khuẩn khử mùi': ['Không'], 'Công nghệ bảo quản thực phẩm': ['Không'], 'Nhãn năng lượng': 'Đang cập nhật'}",
41,00912503,Tủ lạnh Hisense Inverter Side By Side 519 lít HS56WBG,Hàng sắp về,Hisense,Tủ lạnh,Side by Side,[],14990000,14190000,5,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/tu-lanh/hisense-inverter-side-by-side-519-lit-hs56wbg,https://cdn2.fptshop.com.vn/unsafe/hisense_hs56wbg_1_823f714f1b.png,Đen,"{'Model': 'HS56WBG', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['Máy nén Trọn đời'], 'Màu sắc': ['Đen']}","{'Kích thước': 'Cao 178.5 cm - Ngang 91 cm - Sâu 64.3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '83 kg', 'value': 83}], 'Chất liệu': ['Cửa tủ Mặt kính', 'Khay ngăn lạnh: Kính chịu lực']}","{'Loại tủ': ['Tủ lạnh lớn - Side by side'], 'Dung tích sử dụng': ['Sử dụng: 519 lít', 'Ngăn đá: 185 lít', 'Ngăn lạnh: 334 lít'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công nghệ làm lạnh': ['Luồng khí lạnh đa chiều Multi Air Flow'], 'Công nghệ kháng khuẩn khử mùi': ['Bộ lọc diệt khuẩn, khử mùi Anti Bacteria·Purify'], 'Công nghệ bảo quản thực phẩm': ['Hoàn toàn không đóng tuyết Total No Frost'], 'Nhãn năng lượng': '3 sao', 'Điện áp': '220 V / 50 Hz'}","{'Tiện ích': ['Khay đá xoay di chuyển linh hoạt', 'Ron cửa dễ vệ sinh', 'Ngăn rau củ cân bằng ẩm', 'Khay kệ có thể dịch chuyển', 'Khay cửa lớn XXL', 'Khay kính chịu lực', 'Chuông báo khi quên đóng cửa', 'Hệ thống đèn LED dịu nhẹ']}"
