,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Bộ xử lý,Đồ họa,RAM,Lưu trữ,Giao tiếp và kết nối,Thông số cơ bản,Thiết kế và Trọng lượng,Thông tin hàng hóa,Hệ thống làm mát,Phụ kiện trong hộp,Hệ điều hành,Màn hình,Âm Thanh,Ổ đĩa quang
27,00906603,PC E-Power Office 28 AMD Ryzen 5 5600G/RAM 16GB/SSD 256GB/500W,Mua ngay,E-Power,Máy tính để bàn,PC lắp ráp,"['AMD Ryzen 5 5600G ', 'RAM 16GB ', 'Bảo hành theo linh kiện']",8990000,7390000,18,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-tinh-de-ban/pc-e-power-office-28-amd-ryzen-5-5600g?sku=00906603,https://cdn2.fptshop.com.vn/unsafe/2024_2_19_638439522694407850_pc-e-power-office-28-amd-ryzen-5-5600g.jpg,Trắng,"{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Ryzen 5', 'Loại CPU': '5600G', 'Số nhân': 6, 'Số luồng': 12}",{'Đồ họa tổng hợp': 'AMD Radeon Graphics'},"{'Hỗ trợ RAM tối đa': '128GB', 'Dung lượng RAM': '16 GB (2 thanh 8 GB)', 'Loại RAM': ['DDR4'], 'Tốc độ RAM': [{'displayValue': '3200 MHz', 'value': 3200}]}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1 SSD'], 'Số khe SSD/HDD còn lại': ['1 SSD']}",{'Cổng giao tiếp': ['Audio Jack: USB 3.2']},"{'Tốc độ CPU': ['3.3 GHz'], 'Chipset': 'Intel H610', 'Khe RAM tối đa': '2 khe', 'Công suất': ['Tổng: 350 W']}","{'Kích thước': '299 x 310 x 345 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7 kg', 'value': 7}], 'Loại Case': 'MID tower', 'Chất liệu': ['Khung máy: Kim loại'], 'Kích thước Mainboard': ['m-ATX']}","{'Xuất xứ': ['Việt Nam / Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Trắng']}","{'Dạng tản nhiệt': ['Tản khí'], 'Chất liệu tản nhiệt': ['Lá tản nhiệt nhôm']}",,{'OS': ['Không']},,,
28,00899881,PC Gaming E-Power G1650 i3 10105F/16GB/250GB/500W/GeForce GTX1650,Mua ngay,E-Power,Máy tính để bàn,PC lắp ráp,"['Intel Core i3-10105F ', 'RAM 16GB ', 'GeForce GTX 1650 ']",11490000,10490000,9,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-tinh-de-ban/pc-gaming-e-power-g1650-i3-10105f?sku=00899881,https://cdn2.fptshop.com.vn/unsafe/2023_10_17_638331577475096871_pc-gaming-e-power-g1650-i3-10105f-2.jpg,Đen,"{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i3', 'Loại CPU': '10105F', 'Số nhân': 4, 'Số luồng': 8, 'Bộ nhớ đệm': {'displayValue': '6 MB', 'value': 6}}","{'Hãng': 'NVIDIA', 'Model': 'GeForce GTX 1650', 'Xung nhịp': '1410 MHz', 'Xung nhịp tối đa': '1600 MHz', 'Bộ nhớ': '4 GB GDDR6', 'Đồ họa tổng hợp': 'NVIDIA GeForce GTX 1650 4GB'}","{'Hỗ trợ RAM tối đa': '64 GB', 'Dung lượng RAM': '16 GB (2 thanh 8 GB)', 'Loại RAM': ['DDR4'], 'Tốc độ RAM': [{'displayValue': '3200 MHz', 'value': 3200}]}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['4 x 4'], 'Số khe SSD/HDD còn lại': ['4 HDD'], 'Loại SSD': ['M.2 NVMe 1'], 'Dung lượng': {'displayValue': '250 GB', 'value': 250}, 'Chuẩn M2': '2280'}","{'Cổng giao tiếp': ['1 HDMI 2.0', '1 DVI-D', '1 DisplayPort 1.4']}","{'Chế độ bảo hành': ['Bảo hành theo linh kiện'], 'Tên thế hệ': 'Comet Lake', 'Tốc độ CPU': ['Tối đa 4.4 GHz', 'Cơ bản 3.7 GHz'], 'Chipset': 'Intel H510', 'Khe RAM tối đa': '2 khe', 'Tốc độ đọc/ghi': ['2200 MB/s Đọc', '1600 MB/s Ghi'], 'Công suất': ['500 W Bên dưới:']}","{'Kích thước': '315x210x386 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7 kg', 'value': 7}], 'Kiểu dáng thiết kế': 'PC lắp ráp', 'Loại Case': 'MID tower', 'Chất liệu': ['Mặt bên ngoài cùng: Kính', 'Khung máy: Kim loại'], 'Kích thước Mainboard': ['m-ATX']}","{'Xuất xứ': ['Việt Nam / Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}",,{'Phụ kiện trong hộp': ['Dây nguồn']},,,,
29,00773541,Máy tính để bàn HP Pavilion TP01-1003d i3 10105/4GB/256GB SSD/DVDRW/Intel UHD/WL+BT,Mua ngay,HP,Máy tính để bàn,Bộ PC,[],12990000,12990000,0,,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-tinh-de-ban/hp-pavilion-tp01-1003d-i3-10105?sku=00773541,https://cdn2.fptshop.com.vn/unsafe/2021_7_24_637627143022376942_hp-pavilion-tp01-2006d-bac-2.jpg,Đen,"{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i3', 'Loại CPU': '10105', 'Bộ nhớ đệm': {'displayValue': '6 MB', 'value': 6}}","{'Hãng': 'Intel', 'Model': 'UHD', 'Bộ nhớ': 'Share', 'Đồ họa tổng hợp': 'Intel UHD Graphics'}","{'Số khe RAM còn lại': 2, 'Hỗ trợ RAM tối đa': '32 GB', 'Dung lượng RAM': '4 GB', 'Loại RAM': ['DDR4'], 'Tốc độ RAM': [{'displayValue': '2666 MHz', 'value': 2666}]}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1 SSD + 1 HDD'], 'Số khe SSD/HDD còn lại': ['1'], 'Loại SSD': ['M.2 NVMe'], 'Dung lượng': {'displayValue': '256 GB', 'value': 256}}","{'Cổng giao tiếp': ['1 HDMI', '2 USB 2.0', '1 LAN', '1 Jack 3.5 mm'], 'Wifi': ['802.11 a/b/g/n'], 'Bluetooth': ['v5.0']}","{'Tốc độ CPU': ['Tối đa 4.4 GHz', 'Cơ bản 3.7 GHz'], 'Khe RAM tối đa': '2 khe', 'Công suất': ['180 W']}","{'Trọng lượng sản phẩm': [{'displayValue': '5.96 kg', 'value': 5.96}], 'Kiểu dáng thiết kế': 'PC đồng bộ', 'Loại Case': 'MID tower'}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}",,"{'Phụ kiện trong hộp': ['Bàn phím có dây', 'Adapter', 'Dây nguồn', 'Chuột có dây']}","{'OS': ['Windows'], 'Version': 'Windows 10'}",,,"{'Ổ đĩa quang': 'DVD', 'Loại đĩa quang': 'Read/Write'}"
30,00905240,iMac 24 2023 M3 8 CPU/10 GPU/8GB/512GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",46990000,46990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-10-gpu-8gb-512gb?sku=00905240,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343699863101959_imac-24-2023-m3-8-cpu-xanh (1).jpg,Xanh dương,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '10-Core'}","{'Hãng': 'Apple', 'Model': 'GPU 10 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0'], 'Dung lượng': {'displayValue': '512 ', 'value': 512}}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.48 kg', 'value': 4.48}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Xanh dương']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
31,00905243,iMac 24 2023 M3 8 CPU/10 GPU/8GB/512GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",46990000,46990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-10-gpu-8gb-512gb?sku=00905243,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343705937475967_imac-24-2023-m3-8-cpu-bac (1).jpg,Bạc,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '10-Core'}","{'Hãng': 'Apple', 'Model': 'GPU 10 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0'], 'Dung lượng': {'displayValue': '512 ', 'value': 512}}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.48 kg', 'value': 4.48}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Xanh dương']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
32,00905241,iMac 24 2023 M3 8 CPU/10 GPU/8GB/512GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",46990000,46990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-10-gpu-8gb-512gb?sku=00905241,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343701539066759_imac-24-2023-m3-8-cpu-xanh-la (1).jpg,Xanh lá,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '10-Core'}","{'Hãng': 'Apple', 'Model': 'GPU 10 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0'], 'Dung lượng': {'displayValue': '512 ', 'value': 512}}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.48 kg', 'value': 4.48}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Xanh dương']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
33,00905242,iMac 24 2023 M3 8 CPU/10 GPU/8GB/512GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",46990000,46990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-10-gpu-8gb-512gb?sku=00905242,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343704492146647_imac-24-2023-m3-8-cpu-hong (1).jpg,Hồng,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '10-Core'}","{'Hãng': 'Apple', 'Model': 'GPU 10 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0'], 'Dung lượng': {'displayValue': '512 ', 'value': 512}}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.48 kg', 'value': 4.48}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Xanh dương']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
34,00905238,iMac 24 2023 M3 8 CPU/8 GPU/8GB/256GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",36990000,36990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-8-gpu-8gb-256gb?sku=00905238,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343686556332898_imac-24-2023-m3-8-cpu-hong (1).jpg,Hồng,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '8 - Core'}","{'Hãng': 'Apple', 'Model': 'GPU 8 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0']}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.43 kg', 'value': 4.43}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Hồng']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
35,00905236,iMac 24 2023 M3 8 CPU/8 GPU/8GB/256GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",36990000,36990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-8-gpu-8gb-256gb?sku=00905236,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343680205802666_imac-24-2023-m3-8-cpu-xanh (1).jpg,Xanh dương,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '8 - Core'}","{'Hãng': 'Apple', 'Model': 'GPU 8 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0']}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.43 kg', 'value': 4.43}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Hồng']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
36,00905239,iMac 24 2023 M3 8 CPU/8 GPU/8GB/256GB,Đặt cọc,Apple,Máy tính để bàn,iMac,"['Chip Apple M3 siêu mạnh', 'Màn hình Retina 4.5K ', 'Thiết kế siêu mỏng 11.5mm']",36990000,36990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo']",https://fptshop.com.vn/may-tinh-de-ban/imac-24-2023-m3-8-cpu-8-gpu-8gb-256gb?sku=00905239,https://cdn2.fptshop.com.vn/unsafe/2023_10_31_638343690228005229_imac-24-2023-m3-8-cpu-bac (1).jpg,Bạc,"{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M3', 'Loại CPU': '8 - Core'}","{'Hãng': 'Apple', 'Model': 'GPU 8 nhân', 'Đồ họa tổng hợp': 'Đang cập nhật'}","{'Hỗ trợ RAM tối đa': '24 GB', 'Dung lượng RAM': '8 GB'}","{'Kiểu ổ cứng': ['SSD'], 'Tổng số khe cắm SSD/HDD': ['1'], 'Số khe SSD/HDD còn lại': ['0']}","{'Cổng giao tiếp': ['Audio Jack: Jack 3.5 mm', '2 Type C'], 'Wifi': ['Wifi 6E'], 'Bluetooth': ['v5.3'], 'Webcam': ['Full HD Webcam (1080p Webcam)']}","{'Khe RAM tối đa': '1 khe', 'Công suất': ['Đang cập nhật 150 W']}","{'Kích thước': '54,7 x 14,7 x 46,1 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.43 kg', 'value': 4.43}], 'Chất liệu': ['Khung máy: Nhôm nguyên khối']}","{'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '10/2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Hồng']}",,"{'Phụ kiện trong hộp': ['Bàn phím không dây', 'Chuột không dây', 'Dây nguồn', 'Adapter']}","{'OS': ['macOS'], 'Version': 'Sonoma'}","{'Kích thước màn hình': {'displayValue': '23.5 inch', 'value': 23.5}, 'Công nghệ màn hình': 'Retina', 'Độ phân giải': ['4480 x 2520 Pixels'], 'Tấm nền': 'IPS', 'Độ sáng': '500 nits'}",{'Công nghệ âm thanh': ['Dolby Atmost']},
