,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Thông tin pin và sạc,Tính năng và tiện ích,Phụ kiện trong hộp
27,00855989,Robot hút bụi lau nhà Ecovacs Deebot Ozmo T8 Max (DLX11-61),Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Lực hút 1600 Pa ', 'Dung lượng pin  5200 mAh', 'Vừa hút bụi, vừa lau sàn']",8900000,4990000,44,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-oozmo-t8-max-trang-tq?sku=00855989,https://cdn2.fptshop.com.vn/unsafe/2022_9_14_637987450010342664_robot-hut-bui-lau-nha-ecovacs-deebot-oozmo-t8-max-trang-tq-3.jpg,Trắng,"{'Model': 'Ozmo T8 Max', 'Xuất xứ': ['Việt Nam / Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '352 x 352 x 93 mm', 'Trọng lượng sản phẩm': [{'displayValue': '3700 kg', 'value': 3700}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '1500 Pa', 'Độ ồn lớn nhất': ['Dưới 78 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Động cơ không chổi than Nidec'], 'Chế độ hút thông minh': ['Chế độ tự động'], 'Dung tích bình chứa': ['Hộp bụi: 0.45 lít'], 'Thời gian sử dụng': ['180 phút Chế độ bình thường'], 'Thời gian sạc đầy': ['3 - 4 giờ'], 'Đầu hút bụi': ['Đầu hút 2 trong 1'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa', 'Sạc không dây', '3 chế độ vệ sinh: quét, hút và lau nhà.', 'Sạc thông minh bảo vệ khi sạc quá mức', 'Điền khiển từ xa', 'Setup chế độ trực tiếp trên ứng dụng Ecovacs Home', 'Hẹn giờ dọn dẹp cho từng khu vực'], 'Tiện ích': ['Hệ thống điều hướng Laser LSD', 'Hệ thống điều hướng thông minh Smart Navi 3.0 lưu nhớ bản đồ', 'Khay chứa bụi dễ dàng tháo rời để vệ sinh', 'Đèn báo sạc đầy', 'Hệ thống lau thông minh OZMO điều chỉnh lượng nước', 'Tự ngắt khi sạc đầy', 'Kết nối qua wifi', 'Hẹn giờ', 'Tự quay lại dock sạc khi hết pin', 'Hệ thống TrueDetect 3D 2.0 phát hiện vật nhỏ giảm mắc kẹt']}","{'Phụ kiện trong hộp': ['Ngăn đựng nước', 'Sách HDSD', 'Dock sạc', 'Bộ lọc hiệu suất cao', 'Chổi ven', 'Chổi vệ sinh']}"
28,00850600,Robot hút bụi Takdir V3-1s VC,Mua ngay,Takdir,Gia dụng thông minh,Robot hút bụi,"['Vừa hút bụi, vừa lau sàn', 'Lực hút mạnh mẽ 2000 Pa', 'Dung lượng pin  5200 mAh']",3890000,1490000,62,2024-10-27T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-takdir-v3-1s-vc?sku=00850600,https://cdn2.fptshop.com.vn/unsafe/2022_12_14_638066147224949699_robot-hut-bui-takdir-v3-1s-vc-dd.jpg,Đen,"{'Model': 'V31s', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '08/2021', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Đen']}","{'Kích thước': '49*12*37 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3626 g', 'value': 3626}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '2000 Pa', 'Độ ồn lớn nhất': ['50 - 65 dB'], 'Bộ lọc bụi cho máy': ['HEPA E12'], 'Công nghệ hút bụi': ['Công nghệ tăng áp kép hút rãnh khe sâu 4mm'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường', 'Chế độ lốc xoáy', 'Chế độ tự động', 'Chế độ xoắn ốc', 'Chế độ zigzag'], 'Dung tích bình chứa': ['Hộp nước: 0.2 lít', 'Hộp bụi: 0.6 lít'], 'Thời gian sử dụng': ['2 - 3 giờ Chế độ bình thường'], 'Thời gian sạc đầy': ['3 - 4 giờ'], 'Đầu hút bụi': ['Đầu hút khe'], 'Ứng dụng kết nối': ['SmartThings']}","{'Dung lượng pin': [{'displayValue': '4400 mAh', 'value': 4400}]}","{'Tính năng': ['3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa', '3 chế độ vệ sinh: quét, hút và lau nhà.', 'Cảnh báo khi pin yếu', 'Chống va đập', 'Dễ dàng thao tác', 'Điền khiển từ xa'], 'Tiện ích': ['Cảnh báo thay bộ lọc', 'Chế độ Eco tiết kiệm điện', 'Có chổi vệ sinh máy', 'Dễ vệ sinh', 'Đèn cảnh báo lỗi trên robot', 'Phát hiện sự cố', 'Tự ngắt khi sạc đầy']}","{'Phụ kiện trong hộp': ['Adapter', 'Chân đế', 'Chổi chính', 'Chổi vệ sinh', 'Dock sạc']}"
29,00800917,"Hộp Khăn lau rung Ecovacs T8, T8 Aivi, N8 pro, T9 (hộp 10c)",Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,[],279000,279000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/phu-kien/hop-khan-lau-rung-t8-t8-aivi-n8-pro-t9-hop-10c?sku=00800917,https://cdn2.fptshop.com.vn/unsafe/2022_3_31_637843357066171994_hop-khan-lau-rung-t8-t8-aivi-n8-pro-t9-hop-10c-trang-1.jpg,Trắng,"{'Model': 'Deebot OZMO T8 AIVI', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '28x11x2 cm', 'Trọng lượng sản phẩm': [{'displayValue': '300 g', 'value': 300}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['22 - 66 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ tự động'], 'Dung tích bình chứa': ['Hộp bụi: 0.43 lít']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['3 chế độ vệ sinh: quét, hút và lau nhà.']}",{'Phụ kiện trong hộp': ['10 miếng giẻ lau']}
30,00864452,Robot hút bụi Xiaomi Robot Vacuum S10,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['Đế sạc ', 'Hút bụi lau sàn 2 in 1', 'Lực hút 4000 Pa ']",8490000,4490000,47,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-xiaomi-robot-vacuum-s10?sku=00864452,https://cdn2.fptshop.com.vn/unsafe/2023_3_14_638144061147042408_robot-hut-bui-xiaomi-robot-vacuum-s10-2.jpg,Trắng,"{'Model': 'Robot Vacuum S10', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '350 x 350 x 94.5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '4.8 kg', 'value': 4.8}]}","{'Công suất hút': '4000 Pa', 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường', 'Chế độ zigzag'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}",,"{'Phụ kiện trong hộp': ['Dây cáp sạc', 'Dock sạc', 'Dụng cụ vệ sinh robot']}"
31,00906619,Robot lau kính Ecovacs Winbot W1 Pro,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Dây đai chống trượt ', 'Điều khiển giọng nói ', 'Lực hút 2800 Pa ']",12900000,8900000,31,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-lau-kinh-ecovacs-winbot-w1-pro?sku=00906619,https://cdn2.fptshop.com.vn/unsafe/2024_3_4_638451623876793947_robot-lau-kinh-ecovacs-winbot-w1-pro-3.jpg,Trắng,"{'Model': 'Winbot W1 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '267 x 268 x 77.5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '1.5 kg', 'value': 1.5}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất': ['96 W'], 'Công suất hút': '2800 Pa', 'Độ ồn lớn nhất': ['58 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ WIN-SLAM 3.0'], 'Thời gian sử dụng': ['30 - 50 Phút'], 'Ứng dụng kết nối': ['Ecovacs Home']}",,"{'Tính năng': ['Phát hiện cạnh chống lóa', 'Khăn sợi nhỏ', 'Hệ thống leo dốc ổn định', 'Lập kế hoạch di chuyển thông minh'], 'Tiện ích': ['Ghi nhớ vị trí', 'Chọn chế độ phun nước', 'Điều chỉnh đường đi', 'Theo dõi đường đi']}",
32,00783660,Robot hút bụi lau nhà Ecovacs Deebot T9 Trắng,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Vừa hút bụi, vừa lau sàn', 'Lực hút mạnh mẽ 3000 Pa', 'Tự động xả rác ']",14990000,8990000,40,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-t9?sku=00783660,https://cdn2.fptshop.com.vn/unsafe/2021_11_18_637728520284444965_00783660-1.jpg,Trắng,"{'Model': 'Deebot T9', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Trắng']}","{'Kích thước': '35 x 35 x 9,3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.6 kg', 'value': 4.6}]}","{'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['65.5 - 75 dBA'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ tăng áp kép hút rãnh khe sâu 4mm'], 'Dung tích bình chứa': ['Hộp bụi: 0.43 lít'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tiện ích': ['Điều khiển bằng điện thoại qua ứng dụng riêng', 'Công nghệ Air Freshener khử mùi làm mát không khí', 'Hệ thống TrueDetect 3D 2.0 phát hiện vật nhỏ giảm mắc kẹt', 'Truemaping giúp robot lập bản đồ']}","{'Phụ kiện trong hộp': ['Dock sạc', 'Dây nguồn', 'Chổi chính', 'Chổi ven', 'Bộ lọc hiệu suất cao', 'Dụng cụ vệ sinh robot', 'Khăn lau', 'Ngăn đựng nước', 'Sáp thơm khử khuẩn']}"
33,00910313,Robot hút bụi lau nhà Xiaomi Vacuum S20,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['3D map ', 'Hút bụi lau sàn 2 in 1', 'Lực hút 5000 Pa ']",5490000,4990000,9,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-xiaomi-vacuum-s20,https://cdn2.fptshop.com.vn/unsafe/00910313_robot_hut_bui_lau_nha_xiaomi_vacuum_s20_9be1c2f648.png,Trắng,"{'Model': 'S20', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '32.5 x 32.5 x 9.8 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3.5 kg', 'value': 3.5}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất': ['45 W'], 'Công suất hút': '5000 Pa', 'Độ ồn lớn nhất': ['67.9 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ zigzag', 'Chế độ hút tại điểm chỉ định', 'Chế độ làm sạch sâu', 'Chế độ làm sạch tổng thể'], 'Thời gian sử dụng': ['Tối đa 130 phút'], 'Thời gian sạc đầy': ['6.5 giờ'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tính năng': ['Điều hướng bằng LDS laser', 'Làm sạch theo đường zigzag và hình chữ Y', 'Nhiều cảm biến tránh va chạm', 'Lưu nhiều bản đồ khác nhau', 'Chọn nơi để làm sạch', 'Lên lịch dọn dẹp'], 'Tiện ích': ['Tự quay về đế/trạm sạc', 'Tương thích với trợ lý ảo', 'Ghi nhớ khu vực chưa vệ sinh', 'Vừa hút vừa lau nhà', 'Hẹn giờ']}","{'Phụ kiện trong hộp': ['Bộ chuyển đổi nguồn', 'Dock sạc', 'Chổi bên', 'Sách HDSD', 'Khung gắn giẻ lau']}"
34,00907663,Robot hút bụi lau nhà Xiaomi Vacuum X20 +,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['3D map ', 'Thu rác về trạm ', 'Lực hút 5000 Pa ']",12990000,10990000,15,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-xiaomi-vacuum-x20-plus?sku=00907663,https://cdn2.fptshop.com.vn/unsafe/2024_4_19_638491453297513922_robot-hut-bui-lau-nha-xiaomi-vacuum-x20-plus-3.jpg,Trắng,"{'Model': 'X20+', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '350 x 353 x 96.5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7.5 kg', 'value': 7.5}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '6000 Pa', 'Độ ồn lớn nhất': ['70 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ zigzag'], 'Dung tích bình chứa': ['Hộp bụi: 4 lít'], 'Thời gian sử dụng': ['3 giờ'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['Tạo lập bản đồ 3D', 'Lưu bản đồ 4 tầng', 'Lau xoay 360 độ Turbo cải tiến', 'Tự động giặt giẻ lau', 'Nâng giẻ lau tự động', 'Sấy khô giẻ bằng khí nóng', 'Công nghệ tránh vật cản Reactive', 'Điều hướng LDS', 'Sạc nhanh hơn 30%'], 'Tiện ích': ['Theo dõi tiến độ dọn dẹp', 'Dọn dẹp phòng đã chọn', 'Vệ sinh theo vùng', 'Tường ảo', 'Thiết lập bản đồ nhiều tầng', '4 chế độ làm sạch', 'Trợ lý ảo Google và Alexaz']}",{'Phụ kiện trong hộp': ['Dock sạc']}
35,00850552,Robot hút bụi 2.7 kg Kyvol E31,Mua ngay,Kyvol,Gia dụng thông minh,Robot hút bụi,"['Lực hút mạnh mẽ 2200 Pa', 'Dung lượng pin 3200 mAh', 'Vừa hút bụi, vừa lau sàn']",6490000,2190000,66,2024-10-27T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-27-kg-kyvol-e31?sku=00850552,https://cdn2.fptshop.com.vn/unsafe/2022_12_14_638066127790170233_robot-hut-bui-27-kg-kyvol-e31-1.jpg,Đen,"{'Model': 'E31', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '03/2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Đen']}","{'Kích thước': '57*11*37 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3867 g', 'value': 3867}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '2200 Pa', 'Độ ồn lớn nhất': ['50 - 65 dB'], 'Bộ lọc bụi cho máy': ['HEPA H13'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường', 'Chế độ lốc xoáy', 'Chế độ xoắn ốc', 'Chế độ tự động', 'Chế độ zigzag'], 'Dung tích bình chứa': ['Hộp bụi: 0.5 lít', 'Hộp nước: 0.3 lít'], 'Thời gian sử dụng': ['140 phút Chế độ bình thường'], 'Thời gian sạc đầy': ['3 - 4 giờ'], 'Đầu hút bụi': ['Đầu hút đa năng'], 'Ứng dụng kết nối': ['SmartThings']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tính năng': ['3 chế độ vệ sinh: quét, hút và lau nhà.', 'Tự động về dock sạc khi dọn dẹp xong', 'Chống va đập', 'Cảnh báo khi pin yếu', 'Điền khiển từ xa', '3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa'], 'Tiện ích': ['Đèn báo sạc đầy', 'Có chổi vệ sinh máy', 'Phát hiện sự cố', 'Tự ngắt khi sạc đầy', 'Cảnh báo thay bộ lọc']}","{'Phụ kiện trong hộp': ['Máng hút chuyên dụng', 'Dock sạc', 'Bàn chải vệ sinh máy', 'Cáp', 'Chổi chính', 'Adapter']}"
36,00907663,Robot hút bụi lau nhà Xiaomi Vacuum X20 +,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['3D map ', 'Thu rác về trạm ', 'Lực hút 5000 Pa ']",12990000,10990000,15,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-xiaomi-vacuum-x20-plus?sku=00907663,https://cdn2.fptshop.com.vn/unsafe/2024_4_19_638491453297513922_robot-hut-bui-lau-nha-xiaomi-vacuum-x20-plus-3.jpg,Trắng,"{'Model': 'X20+', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '350 x 353 x 96.5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7.5 kg', 'value': 7.5}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '6000 Pa', 'Độ ồn lớn nhất': ['70 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ zigzag'], 'Dung tích bình chứa': ['Hộp bụi: 4 lít'], 'Thời gian sử dụng': ['3 giờ'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['Tạo lập bản đồ 3D', 'Lưu bản đồ 4 tầng', 'Lau xoay 360 độ Turbo cải tiến', 'Tự động giặt giẻ lau', 'Nâng giẻ lau tự động', 'Sấy khô giẻ bằng khí nóng', 'Công nghệ tránh vật cản Reactive', 'Điều hướng LDS', 'Sạc nhanh hơn 30%'], 'Tiện ích': ['Theo dõi tiến độ dọn dẹp', 'Dọn dẹp phòng đã chọn', 'Vệ sinh theo vùng', 'Tường ảo', 'Thiết lập bản đồ nhiều tầng', '4 chế độ làm sạch', 'Trợ lý ảo Google và Alexaz']}",{'Phụ kiện trong hộp': ['Dock sạc']}
37,00855996,Robot hút bụi lau nhà Ecovacs Deebot Ozmo T8 Max Plus (DLX11-61+),Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Lực hút 1600 Pa ', 'Dung lượng pin  5200 mAh', 'Vừa hút bụi, vừa lau sàn']",11900000,6990000,41,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-t8-max-plus-trang-dlx11-61?sku=00855996,https://cdn2.fptshop.com.vn/unsafe/2022_9_14_637987444373211596_robot-hut-bui-lau-nha-ecovacs-deebot-t8-max-plus-trang-dlx11-61-2.jpg,Trắng,"{'Model': 'Ozmo T8 Max Plus', 'Xuất xứ': ['Nội địa - Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '352 x 352 x 93 mm', 'Trọng lượng sản phẩm': [{'displayValue': '3700 g', 'value': 3700}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '1600 Pa', 'Độ ồn lớn nhất': ['Dưới 78 dB'], 'Bộ lọc bụi cho máy': ['Lõi lọc 3 lớp', 'HEPA', 'Màng lọc bụi mịn PM10'], 'Công nghệ hút bụi': ['Động cơ không chổi than Nidec'], 'Chế độ hút thông minh': ['Chế độ tự động'], 'Dung tích bình chứa': ['Hộp bụi: 0.45 lít', 'Hộp bụi: 2.5 lít'], 'Thời gian sử dụng': ['180 phút Chế độ bình thường'], 'Thời gian sạc đầy': ['3 - 4 giờ'], 'Đầu hút bụi': ['Đầu hút 2 trong 1'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['Điền khiển từ xa', '3 chế độ vệ sinh: quét, hút và lau nhà.', 'Trạm sạc có chức năng dọn dẹp rác của robot', 'Sạc thông minh bảo vệ khi sạc quá mức', '3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa', 'Sạc không dây', 'Setup chế độ trực tiếp trên ứng dụng Ecovacs Home', 'Hẹn giờ dọn dẹp cho từng khu vực'], 'Tiện ích': ['Tự ngắt khi sạc đầy', 'Kết nối qua wifi', 'Hệ thống điều hướng Laser LSD', 'Khay chứa bụi dễ dàng tháo rời để vệ sinh', 'Hệ thống điều hướng thông minh Smart Navi 3.0 lưu nhớ bản đồ', 'Hệ thống lau thông minh OZMO điều chỉnh lượng nước', 'Đèn báo sạc đầy', 'Hẹn giờ', 'Hệ thống TrueDetect 3D 2.0 phát hiện vật nhỏ giảm mắc kẹt', 'Tự quay lại dock sạc khi hết pin']}","{'Phụ kiện trong hộp': ['Sách HDSD', 'Ngăn đựng nước', 'Chổi vệ sinh', 'Bộ lọc hiệu suất cao', 'Chổi ven', 'Dock sạc']}"
38,00911472,Dock xả rác tự động Ecovacs T10 (T10 AES),Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,[],5990000,5990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/dock-xa-rac-tu-dong-ecovacs-t10-t10-aes?sku=00911472,https://cdn2.fptshop.com.vn/unsafe/00911472_dock_xa_rac_tu_dong_ecovacs_t10_t10_aes_33cb972575.png,Trắng,"{'Model': 'T10 EAS', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Trắng']}","{'Kích thước': '365 x 360 x 350 mm', 'Trọng lượng sản phẩm': [{'displayValue': '5.8 kg', 'value': 5.8}]}","{'Công suất hút': '1000 W', 'Độ ồn lớn nhất': ['80 dB'], 'Chế độ hút thông minh': ['Đang cập nhật']}",,,
